track_id,lyrics
38822,"The berry on the right tree, the bird is home from the mountain and valley.  Oh, how lovely is the tree, Oh, how lovely is the tree."
38824,she took me to her mommy's house and she treated me quite well.  The hair upon her shoulders in jet black ring that's fell  to try and paint her
38826,"A people were saying that no two were aware, But one has a sorrow that never was there,"
38828,"The door and the ring at the bell, saying, oh my, to love, why you love?  And she comes, ready to go, rings on her fingers, bells on her toes.  Wanted to marry, said she'll die, she says, in a dumber way, life.  The door and the ring at the bell, saying, oh my, to love, why you love?  And she comes, ready to go, rings on her fingers, bells on her toes.  Wanted to marry, said she'll die, she says, in a dumber way, life."
38833,"A pair thrown over her shoulder, tied up with a black velvet band.  Before Judge and jury next morning, both of us did appear.  A gentleman claimed his jewelry, and the case against us was clear.  Her eyes they shone like the diamonds, and she was queen."
38834,As the grass grows on the weirs  But I was young and foolish  And now I'm full of tears
38955,"It's the ground, you're the stone  Light turns the breeze into pretend"
38966,"Welke instrument Scat Scrat  Welke instrument  Oh, is it safe to go next track?  We still got nothing but the sound in the real world  That's the end of the video, now it's your turn!"
39291,"Bask in city lights, stare into each other's eyes  We will run along the edge, I'll show you what it's like"
39298,I'm gonna advise you not to think.  What kind of truth has arrived?  I'm gonna tell you not to think.
39359,"You shine from the sky  You shine, you have that spirit  Just burn forever"
39530,"It's the ground, you're the stone  Light turns the breeze into pretend"
39658,If you got mixed up brains you're in good company  You're in good with me without even knowing me boy  Without even knowing me  If you got hard luck with lucky you  You got hard luck
39659,"[""Shake Shifters of the Big Blank Blue""]"
39660,"We're working to figure it out  We're closer, we're closer, we're closer  But we don't have the tools  To tell each other why we're thinking  The stage itself  We're not quite ready yet  Be patient, be patient, be patient  We're gonna live forever  And face the deep of deep  There's no need to weep"
39661,I see six and a second Over the rail feed and the fish with his food  Yeah
39662,"Wallace Gover whopping  I saw, yeah, man, we're  I saw, yeah, man, we're  I saw, yeah, man, we're  I saw, yeah, man, we're  I saw, I did, the  My my big boy, flicking your..."
39663,I like to think I hear the little boys juggle sing  You little buddy don't think too much  You don't have to phone line but you gotta stand touch  You don't have to phone line but you gotta stand touch  He says try not to worry  He says try not to worry  You little buddy
39664,"My girl, my girl, she's a funny old thing, got me moving in circles like I'm walking  on a ring, oh, riding the bow, riding the bow, riding the bow.  My girl, my girl's got a funny way of talking, pink top, clapping like a little hand puppet,"
39665,Shut up!  Never ever felt so lost on my own planet  Never ever felt so alone on my own street  Never ever had so much trouble trying to figure  How we'd move through this world without this world  Making a mess of me
39666,"Hey, sometimes I don't know who's trying and who's sometimes just look out, knowing, knowing I love you.  Sometimes I take the wheel or two.  I've never touched this guy with my own two hands."
39667,"I've got love, I've got love, I've got troubles  Whoa, I just wanna talk about walking my heart  Whoa, I've got troubles  Oh, troubles, troubles, troubles, troubles  Troubles, troubles, troubles, troubles  Troubles, troubles, troubles"
39875,"[""Jingle Bells and Bells and Bells on a Snowy Night""]"
39904,"[""The Star-Spangled Banner""]  [""The Star-Spangled Banner""]"
40122,Come on!  Come on!  Let it slide on!  Slippery!  Come on!  Come on!
40134,"I will destroy you  Fill the void of death  Straighten my head, hide  The prayers will protect you  I will destroy you"
40141,"I believe in sure things And mama so does she, so does she  Hey, we've got our lives in our lives, save me"
40229,Memories rolls  And the noise of sound  Hidden in the ground  And the winds we leave with peace  And in every finale  The bang is around me  We'll explode with the sound  And the sea singing
40231,"You don't wanna know, you don't wanna know why we part in the snow.  You don't wanna know, you don't wanna know, you don't wanna know why we part in the snow.  You don't wanna know, you don't wanna know, you don't wanna know why we part in the snow."
40233,"Song of the World  Put a man alight, sleep and play  Roll the dice, play your cards, cut the board  Gamble pain, strings of love, the force of porn  Slings and fingers, more  Roman  Oh-oh-oh-oh-oh-oh-oh  Pain of love, rips and wounds"
40234,It's your place to open up  A truth that is enough  To feel and love you now  You may fall in love
40236,"And you're all alone, alone, alone, alone, alone, alone, alone  When the ice cracks all..."
40237,"And all of them would be a secret and very, very, very hurtful.  And then they would be blood coming out.  Before they went home, they went a good, good, good, good time.  They had a spudgy and a bubby and a bubby.  So much they loved.  All by the special, special."
40239,"The New Part We Always Sign This Truth  Raising Up The Day To Feel What We Love  Oh, Wonder and Love  How is it false?  Why?"
40240,"Making sense, I say  making sense  making sense  making sense  making sense"
40241,"Getting in from the top of the road, repeating all I know  Hey you, I've been falling for you, down just like rain  Look up from the ground with me, so I'll see the sky the same  Look up with me"
40242,"You held on the spine, living at the end time.  You loved the sun, forming the peak, passing the day, leading the sleep."
40244,"Life is about some sad skins  Forever together and breathing in  Giving everything to the same ones  Bustling round, bustling round"
40245,And the dust flies all around my bed  Silence has taken my breath  Silence has taken my breath  And the wind blows  And the curtain falls
40598,I'm going to be a little bit of a pain in the ass.
40657,"Brahma through the forest of Asia, hated by Vishnu, knowing Shiva to lie in wait, buried  for a thousand years with all unutterable slimy things."
40683,I'm an interloper I am an intruder  I get rude and rude-er
40725,"I suspect it is a fantasy, all of this light that keeps swirling around me.  Got to be a fantasy.  It's my life and welcome to you."
40843,"I hope you liked the video!  If you did, please subscribe to the channel!  The link is in the description below, thank you!"
40844,"If you enjoyed this video, please like it and subscribe to not miss any future videos!"
40851,"I'm so shady, swindling around on my own empty keys  Standing by the table, I can't ask for company  I'm an antidote to your errors"
40908,I have to think of something. I can't.  Reflect.
40938,"I'm for someone new  that don't do what it gives you  And I won't be in my house all the while  You have better mood  Hey, yeah  Hey, yeah  Hey, yeah  I am pretty"
40940,"Oh, but this is good enough to bring back  Oh, could not fall in love, no  Could not fall in love, no"
40984,Bittering in lazy boys and Christmas lights Bittering man found a dark body  Christmas lights  Whippering man  Found a dark body  To the right  And crooked
40985,"Play the pain, oh oh  True clip makes you happy  Like a credit to the race  As you illuminate in me on the go-go  I know that you're playing solo"
40986,"I've been on the road in the wild  Deep in thought, it's gone in your eyes  I've been here myself for a while"
41018,"David doesn't want to say to put the price back  We fight for the money  We despise ourselves for it too  It stirs our desires  It triggers the fury of some  And in others it will make their sides come out  Bashi Bashi  She's like the camel, she reveals the nature of your life  Some are ready to risk their lives for her  The caro and the den of our worries  She looks like a paradise  But how many of us sell their lives?"
41020,"I need they say I don't know what I need  They say I don't know what I need  So I know what I need  So I know what I need  So I know what I need  A little, little, little digital system  Yeah, a little num"
41147,Your leaders are illusions. You have nothing to fight for.  Your commanders have vanished. You have no orders to engage in combat.  Your commanders have vanished. You have no orders to engage in combat.
41568,"I took in one dismissal  Be out of there  It's not my fair  And now  Don't touch me, don't kiss me please tonight  I told you  I told you why  And after all"
41570,"To this path that darkened the sea  Only a few got the wings  And I guess that I'm always beachin' down  Yeah, my love, forgive me  Cause I feel the need to fly away  A few got the wings  And I know my friends who they're not"
41812,Let's destroy the feelings and the world being burning out
41961,"On the land, on the land  On the land, on the land"
41971,"I want to be a singer in some local clubs  I don't want to be a singer in some local clubs  I'm tired of people who say I'm a friend and laugh at me  But I don't care, I want to laugh"
42020,"My foot's too  And the wind bend I use the wind and the earth it cool  I am the real avatar  Who control water, wind and fire  Make no mistake in this time as the wind blow  As calm as the sea can be  All of this controlled by me"
42023,"I can't work these brains, these rusting in this time  We are working hard to protect the mind  Yeah, these brains just don't give back  Tell you to be working, to be working, to be working  Working hard to protect the mind"
42025,And a whole box all round the house back Three clocks and two dirty socks  Mama ball out if it did work then  Wish they could live much longer And men could calm their anger  The weaker one could get much stronger It's a dead man pitched a pain on every corner  Wish they could live much longer And men could calm their anger  The weaker one could get much stronger It's a dead man pitched a pain on every corner
42030,"He who worship Babylon won't live to rise again  He who prays he'll last the eye, life will never end  He who worship Babylon won't live to rise again  He who prays he'll last the eye, life will never end  The rich is getting richer while the poor man die  Only to get to feel the pressure"
42040,"[""I Can't Make You Leave It All Behind""]"
42048,Need anything to anyone?  To anyone?  What happened to my love?  It disappeared  I can't get it back  But if I could  I'd give it to you again  I'd give it to you again
42119,"This is Jeff, I can help you.  Hi, I was calling to see if you guys had those new radiated shower heads in your hardware  department.  Give me a second, I'll go down there and see what we have.  Radiated shower heads?  Yeah, they spin both ways.  Okay."
42126,"Um, the church phone.  Um, wait a minute, church phone.  Just a minute, let me see if he's asleep, because I think he did want to talk to you.  So just a minute.  He's coming.  Hello.  Hey, uh, this is Vince and-"
42138,Just captured my soul.  All I could really hear was the end of the piece.
42139,"I kept my eyes closed, listening to bebop rain in London's small hours."
42141,Thick tobacco smoke drifting low in the blues bar.  The audience lost.  The audience lost.
42235,to this year? 26. Okay 26 so I might I miscounted. So it's the 26th anniversary  of the Golden Festival which is a two-night event. It's been held in  various places but this year it's moving right in the kind of core of our  audience which is kind of exciting and a lot of our friends in Brooklyn. Yes indeed.  Grand Prospect Hall which is I consider a five-star catering  hall and it's got rooms all over the place. We're going to be using four of  them for stages and one of them for eating.
42238,"[""The Star-Spangled Banner""]  [""The Star-Spangled Banner""]"
42243,"The song is from the Khrtchev family.  The Khrtchev family sings a lot of songs, and the Khrtchev family responds.  The Khrtchev family sings a lot of songs, and the Khrtchev family responds.  The Khrtchev family sings a lot of songs, and the Khrtchev family responds."
42247,"[""The Star-Spangled Banner""]  [""The Star-Spangled Banner""]"
42463,I'm playing with the curls of your hair  And I keep on thinking of the memory that dies  And I'm still watching the full moon on the rise
42475,I am a deaf and blind with less view once again  Freedom voice of my soul  Show me that people need no control  Freedom voice of my soul  Show me that they need no life
42648,I'll keep her in my mind She's all I have to find  When my love is so strong She can't go there with the law  She won't do things She won't...
42659,"You and I, we bear the sorrows of the world  Wishes about, stay left unheard"
42761,I'm running for safety  I'm running for safety
42789,"Give me your hand  Oh oh oh  Give me your hand  I'm a man of love, I'm a man of love  I'm a man, I'm a man  I'm a man"
42844,"I'm never gonna lie, again I'm a man I'm a man, I'm a man dad  I'm not gonna lie, like it went...  STAY!"
42851,"I'm not doing anything myself. I'm dressed up as Charles Manson for Halloween.  Because when I was at my parents' house, I found some like a dashiki, which is like a  like a shirt and some white jeans and a long-haired wig. So I have that on and  then I drew a swastika between my eyes with a pen. And I'm Charles Manson."
42911,If I could show my god  I'd be the god of love  Be the god of love  Be the god of love  Be the god of love  Yes
42966,I'm going to try and get a little bit of a better angle.
42984,I'm gonna show you the best way to do it.
43025,"And that of course that's much lower tone than the Siggit. There's different kinds as people know different types of  throat singing voices. Yeah, and  What do you want to do next?  Next we are playing this  song about the horse, legend of songs about the horse. It's very ancient song also from the 17th century. It's like  Also horse is very important in Tuva. In fact if you"
43027,"This is Dos Puluur, also Igil, some play this song with guitar and also a little bit  back vocal.  My name is Sayan Bappa and from my right it's our founder of this group, oldest man, our  leader of voice, he's singer, best singer in Tuva and he plays this Igil, Dos Puluur,  like my instruments, kagilol, hovalik.  And also"
43028,"Elephant Roar  O'er the land of the free and the home of the brave  High above the sky, Elephant Roar"
43029,"And put it's also four strings, it's horses hair, bow and strings also from horses hair.  And this, Egil, we are play with, three of us play with Egil, he play with Besant.  Yeah, that was wild.  Hunhurtu, again, don't miss them at Joe's Pub Saturday the 29th of January.  Gonna do one more song for us?  What do you want to close out with?"
43172,"The girl's heart is filled with love  The girl's heart is filled with love  Oh my dear, what is this bitter taste?  Oh my dear, what is this bitter taste?"
43519,"[""The Star-Spangled Banner""]  [""The Star-Spangled Banner""]"
43521,"[""Dio e Zingaro by Municipale Balcanica""]"
43587,I was born to be a little angel  I was born to be a real fairy  I just came to see you in love  I was born to be a little angel
43588,"Sziássáj, jöjj, teteh, segít rá nefok orány.  Akkor le szümbi vagy a nyóra,  Bolyék a borra, fára a peta.  Rekfáim jót, eskére, fégal egük éne.  The flash of a bogey and a shine"
43592,The  the  the  the  the  the  the  the  Oh
43593,"3 children cry at home, they cry because they don't have parents, they don't have mothers."
43595,"I love you, I love you, I love you more than anyone."
43596,"[""The Star-Spangled Banner""]  [""The Star-Spangled Banner""]"
43598,L'accomui si ruppu nobushka trubulja di noai
43600,"Mára vagy én megbeleg a jót,  Mikor eljő szóltám, akkor meggyújó.  Revőj, mará, revőj,  Én a Ságra revőj,  Hey there's a lot of love, love, love, yeah"
43623,"I think I'm gonna do a part of the song.  Yeah, it sounds really good.  Well, it's cool.  I think I'm gonna do a part of the song.  I think I'm gonna do a part of the song.  I think I'm gonna do a part of the song."
43767,The sea is three years old and I'm walking alone on the ground  The sea is three years old and I'm walking alone on the ground  The sea is three years old and I'm walking alone on the ground
43858,could have been if I had known  yeah you're gonna tell me heart could  could have been if I had known  yeah you're gonna tell me heart could
43859,"If you enjoyed the video, please remember to hit the like button and subscribe to my channel!  you"
43869,"If you enjoyed this video, please like, comment, and subscribe."
43899,"I'm warning you, keep warning you, keep out of my way.  Anyway, wait, let me down and we'll discuss this like civilized men.  Hey, I just remembered, I'm warning you, take center of the earth."
44779,"To the cave you lived in before  Your scary days are through  Cause I'm not afraid of you, you scary monster  Lying here counting sheep to the"
44780,I want to dance  If you can't find a monster  Who's as graceful as can be  You need to go searching for  A dancing fantasy  When monsters smash your toes  You have to bite their nose  Don't think you have no chance
44781,A B R I C C H E L I T E N  SIRENS DOWN THE HIGHWAY  LIGHTS LASH ON AND OFF AND ON  FOOTSTAPS DOWN THE FIRE ESCAPE  AND SHE'S NEVER SEEN AGAIN  She's never seen
44791,"Wonder, wonder, wonder world  Wonder, wonder, wonder, wonder world  I would like to take a ride  Take a trip to the other side of the sun  We'll see when we get there  Find a seat, open your eyes  There's a plant on the other side of the sun"
44792,"Oh, please.  Oh, I gotta go away, away from here.  Yeah, I really gotta leave.  I gotta leave this place.  Uh-huh.  Oh, I gotta go away, away from here.  Yeah, I really gotta leave.  I gotta leave this place, this place, this place.  Uh-huh.  Oh, oh, oh, oh, oh."
44793,"The day is done  We're all in a cosmic sing-along  Till the world is gone  Sing-along, sing-along, sing-along"
44794,Cause it was free  And when I was finished  Its size was not diminished  The great big guy spring Sunday from outer space  Was in a place prepared for me
44795,"When there's nothing I can do  Here aboard my space machine  I see things I've never seen  Speeding across the Milky Way  Always dark, no night"
44796,"All that pressure, I don't feel like it in a hotel  Those"
44797,"Both are pretty much the same  Floating through the endless void  Glimpses glean of countless worlds  Never long it would be wrong  To stay where I do not belong  Drifting unseen past  Forgotten gods, too small to attract"
44803,"I really need for you to stay, why can't you just see?  Cause there's no way out  Cause there's not a doubt  Can you fall?"
44806,And sister blessed with talents you have brought  Sure too many but now it's time to  preempt despair  October  17th or any day  there may be a  Massive earthquake that will throw
44809,"I'm taking it back, everything back You wonder where I've gone  Taking it back, everything back Won't you remember me at all?  Tomorrow there'll be someone else  Leaving  Memories I've got you covered"
44820,"[""Dance of the Sugar Plum Fairy""]  [""Dance of the Sugar Plum Fairy""]"
44917,"And if I saw her tonight, I'd be alright  I'd be alright  Get along with the desert foes"
44947,"Llegó la sabrosura. Son 91.  Camina, camina ya. La mujer de Antonio.  Como camina, como vacila, es sánegra.  Mira que te digo bailando en lecina.  Camina, camina ya. La mujer de Antonio.  Del centro a Habana dicen que fue para el malecón.  Mira, y allí mismo se formó el rumbo.  Camina, camina ya. La mujer de Antonio.  Dale, dale, dale, dale a los pedales que sanen."
44948,"And soon the fifth and the third will appear  Hey Jose, I see you're scared  Come on, hide, I'll catch you  You'll see  Where were you?  Where were you?  Where were you, Jose, please?  I looked for you and I couldn't find you  Where were you?  Where were you?"
44949,"I'm going to tell you that I love myself, you know that it's mine  That dress you have, you don't want to pay for it  But even if you hide from me, I'll find you soon  Hey, you lost, my man  Did you light me up well?  You'll see when I'm going to catch you"
44950,"I always have to learn to make things better  Look, give yourself up, woman, you'll see  I wish you good luck, love and happiness  You deserve it all  I know I can't deny it, and I'll drive you crazy  But when you laugh, I swear my heart will beat"
44951,"Oh yeah, lo que tiene Cuba, sentimiento  Pero que cosa es esto, lo que tiene Cuba  Ay que rico, papacito así, ay que rico, papacito así  Vuelve lo así  Pero que cosa es esto, lo que tiene Cuba  Cubita, la bella que tiene palmerarroni, tabaco y monatas entre ellas  Aquí viene, papá, los medalas de la"
44952,"I invite you to dance, come with me, mom, if you want to have fun, come with me.  I invite you to dance, come with me, mom, if you want to have fun, come with me."
45119,"It's better this way  Oh, then the last thing you embrace, just like..."
45122,My brain's from space I wouldn't wanna be from any other place  My brain's from space
45125,I'm the only girl  Said it's my fault  I'm the only girl down  Back down with a great rotting pain  Just feel my side and side say  Wanna make you feel the pain
45127,"I'm a stainless steel twine  You'll be yours, you'll be mine  You'll be mine, you'll be mine  Yes  Watch the ship parts slip a bit on my  Mace to the head, and place those signs  I can play it on the one that I find  Subscribe to my channel for more!"
45128,"You knew what you've had, what you've treated right  What you've learned is in fact, that's the way to fall  I see what it's like to be on tomorrow  Just to see what it's like when the world's on its side  I love you"
45150,"I'm a man, I'm a man, I'm a man, I'm a man  I'm a man, I'm a man, I'm a man, I'm a man  I'm a man, I'm a man, I'm a man, I'm a man"
45151,"As they swallow big cocks and take it up the ass  Checkers, lower pornstars are simply the best"
45387,"If you want to see more videos like this, subscribe to our channel."
45391,"Until it last one morning, as the sun rose royally behind us, we roamed into Venice and down a path of gold."
45516,We won't be mourn today.  Storms coming in.  I love a lightning storm.  I love a lightning storm.
46024,"One between us, one single line  Each one between us, that's what I say  I'm all about you, don't you come  I'm all about you, don't you come  I'm all about you, don't you come  I'm all about you, don't you come"
46043,"Drive straight fingers into the young person's face, and then quickly drive the straight  fingers of the same hand downwards into the young person's face."
46068,"Hey, still panic sun  Still panic sun  Still panic sun  Still panic sun"
46078,Utawamati Manunggalkawakusti  Menyerang tanpa pasukan Menang tanpa merendahkan  Kesaktian tanpa ajian Kekayaan tanpa kemewahan  Tanang bagai Umbak Gemuru Laksana Merapi  Tradisi hidup di tengah modernisasi  Raiyate jajate somilang kori Nyembarake seni lan budi pekerti  Utawamati Manunggalkawakusti
46079,Satcharra himalu ratonita  Satcharru moly kondomona  Moktarima tajana mulia  Torang ima isehita  Satcharrah manjara kita kegahan baka jaya  Tarayah simbolunia tarayah syawakita  Dombak dan parah badang dan kona  Sobhit diri bambu lunce
46159,"This place, these posts, these ghosts, these people stranded, waterlogged and empty handed,  desolation and destruction, preparations not enough when land curls up and water rolls,  death tolls and tears, a panicked breath for deep fears founded, founder in the sea, a  nation on its knees.  How to find balance on a pocket shaking, breaking what is grounded, pounding weight with water."
46238,"George Dunn, Lady, Queen Dunn and Bill,  Have long had clear stings all the know,  And easy going.  For a truthful and sweet person"
46241,"Goat D, Barry, 7 inch cock, HIV neck, looking for sex to get blown. Kissed butt, nipple, pit-play, porn, jockstrap, group sex. Looking for compatible single men in Boston under 45."
46726,"I took it back to the past me, the future not ready  They was eating while I was fasting It's some prize an alumna, catastrophe  Bad luck on the flow, get em tongue tied Sunrise and I'm on, BS with the songs  You can see I'm not cheffing it wrong, guess I'm a dumb  So more or less I'm a born a new fad when it drop  Cause I'm hot, shit not, go and get to the top  Confronting the best, so I say"
46732,First the little spark that bridges through the dark  Cause even under my eyes  I can't keep a cool where the wild things are
46736,We're going to the beach.  We're walking from 2A to B.  Come with me to stay with you.  We're stepping away.
46839,"Absolutely kinetic connect a microphone checker, brinker, brinker, one nine what is this?  Gotta love Jones for your body and your skin tone  Hey yo Luke you ready man? Yeah man I'm ready to go big well come on. Let's do this thing  You gonna do this thing? I'm gonna do this thing. You gonna do this thing? I'm gonna do this thing  You gonna do this thing? I'm gonna do this thing. Come on get up and let's do this thing"
46840,"Let's get started, let me in Let go of your doubts and let's begin  To get this love, hoppin' love, hoppin' Once we start, there's no stoppin', no stoppin'  Don't you start thinkin' that I'm gonna let you free, no  Surrender your love to me Wave a white flag, wave a white flag, wave a white flag  Go on, surrender"
46841,"It's the same thing every time  Baby, I'm not saying we should call it quits  But this routine's really the pits  I wanna go"
46842,so empty so everything together we grow  we grow  So blessed I am to have you here  by my size and my heart I couldn't make it alone  No no no  I
46844,If she gives you her heart  If she gives you her heart  If she gives you her heart  If she gives you her heart
46846,"Puges walk along, leaving behind the puges, they fine  Now this is the part you'll use that pregnant mom should walk up to the couple saying  Look at what you did, why are you with her when I'm having your kid?  This is how you make it through Valentine's Day"
46854,"Halloween Night  Have you heard a ramming on your door?  Oh, it's such a dreadful fright on Halloween Night  Halloween Night  Halloween night"
46855,"Yeah, we all love Turkey Day  Yeah, we all love Turkey Day  Yeah, we all love Turkey Day  Yeah, we all love Turkey Day"
46928,"It's been this way, forever, for way too long  Now people say that I've got bad luck, but at least I've got my pickup truck  Will I sleep in it when it gets cold at night? Or if my baby and me can end until I fight?  I'm the"
46930,I'll act like someone that I'll never be  So I'll ride my bike  Well I hope to catch you later  But I guess that we'll just see  And away
47032,"The sound that saved a wretch like me  I once was lost, but now I'm found"
47068,"Alright, you can come in now and stream while I get to you.  you"
47100,"In a hand sewn linen  Sometimes they ask me if I want to smoke a joint  I don't like that  But it's still globally positive  The experience  With the pee-pee  And during this time  The god, this asshole, he does nothing  Yeah"
47194,"[""Dangerous Dance of the Sugar Plum Fairy""]"
47196,The  the  the  the  the  the  the  the  you
47506,"Which made your girls afraid?  Take me on in stride, let me be your bride  Let me be your bride, I will spread my wings  I will cover the feet of the seraphim  Come to me in flames, take from me my name  Pay no heed to your numberless needs  They will burn away"
47526,"Uhhhh, all the way home, I squashed a skull at the door and she went home  I don't know any more, but we're about to smash her, she's going home  I come, I see you every single day, gone  And now it seems that I should stop, gone  Good if it's only but the countdown  You know you're never gonna drive back home  So I'm gonna kiss you on the back of your head"
47628,"Oh, mountains are calling me home  I've no doubt which way I'm gonna go  With you or without you  With you or without you  I know"
47659,When I always try to sleep to sleep  The other woman I've never had is enough to keep  And as we lose the game
47661,"Even though I could love you, love you, love you, love you decrease,  once more If I could love you, love you, love you decrease  once more"
47663,"I'm so proud of you, I'm so proud of you, I'm so proud of you."
47666,Things left unsaid Making what we came to be  Time has seen us fall So what makes you afraid?  Could have seen it before Lay this down
47670,Need to control what you need to let you know  Ain't the best thing that you need to control
47707,All you need is a friend. That's all. Nothing else.  All you need is a friend. That's all. Nothing else.  All you need is a friend. That's all.
47826,"[""The Star-Spangled Banner""]  [""The Star-Spangled Banner""]"
47835,"I really like nature, it's really green  I bought sandals for the  J'aime rien d'être"
47865,"When the explosion's rock the bed Hit the nail on the head  Synchronized beating hearts From this world to the fall  Step outside, it's all a plan  But love and breaks need to play"
47868,"All too old, divided and conquered  All too old, a dancing light  Synchronized behind the static on your screen  It's a breaking world"
47894,"Now I've made your bed And made me food  You run, you run, I lost you, come back"
47895,"Take this, take this with you  To do not exist in conjunction  On fall, every breath now feels"
47896,"I'm fine  Face up  Finally  You see me, see me  We are all things"
47897,You won't go there I won't stay here  You are in paradise  In my paradise
48015,"Oh, oh, oh, it doesn't have to be like that  They dredged the ocean today  Carry"
48042,"Right chromium yellows in the caissons' lines  Filleted sounds, dribble purple mist  Everything is kissed and ridiculated with sun  Scope open, cupping the hop and fronds of charms  And bouncing on the trophy"
48046,"[""Symphony No. 4 in D Minor, Op. 14 in C Major""]"
48488,Bess! Vece tvoje belo! Vece chekaju si uvelo!
48491,The  the  the  the  the  the  the  the  the
48493,"[""The Star-Spangled Banner""]  [""The Star-Spangled Banner""]"
48494,"Aya progetala doma stara grada  Luta fata, pocarsia stama  Onna trajimu ruba zardjana  Naci muu u sregnu duciana  Dej gola muu jo, daj miu buzlatah  Dej gola muu jo, daj miu buzlatah"
48815,"Yes you've got to, yes you've got to, yes you've got to have fun.  F-U-N  F-U-N  S-F-U-N  S-F-U-N"
48864,"but it does not appear to be here.  A sign above our heads warns us we are now going underground.  We slip down.  These seem to be the wards reserved for addicts of various kinds  and those which enjoy their company.  They are only wide tunnels and rounded and worn brick.  Shelves on each side, a metre or two deep,  provide the sleep and eating area.  A trough running."
48931,We know the truth!  We know what we want!  We have one choice!
48990,"Herman is a big fan of the sperm, it makes spots on the bed, it makes spots on the photos  and they stay forever.  Look, he's watching a movie with Reggie van Marck."
49029,Laughing all day  And low all night in the soft bed where we lay  Let's go down to the beach  See the sunset sky  Our dancing mind on a feet  Our dancing mind on a feet
49030,your side. Maybe we should spend the summer. Maybe we should spend this life together under  the sun.
49039,"Yes I know, yes I know, yes I know, yes I know, yes I know, I just don't know.  Yes I know, yes I know, yes I know, yes I know.  Now you will go home, you bad, bad little brush."
49394,"No chance.  Your exit, you just...  ...it's...  ...no chance.  You'll never get out of here.  You'll never get out of here.  No chance.  No chance.  No chance.  No chance."
49441,"Your voice on the phone slides through the midday  Oh, be my receiver  Don't see me angry"
49476,Stratosphere looking debonair shit you never wear the ball hard get cold like Delaware  I let the vest out if you don't see the picture clear  Then you scared to connect dots my respect got over the roof top all because of all of the juice drop  Who's hot? I put it down like the pound in the late 80s so the flow and the sound of remain crazy  Worth the mama my life how life drama gangsta  First stop is the moon second is Mars
49477,"Hey, you're all behind  CM, you're fine  Lookin' like a million bucks  I'm not sure why you hangin' with a bunch of smucks  You need to put your boots on and keep on movin'  Go see the world, see all its beauty  Sunday morning cruisin', meet you on the other side  Let me know what the deal is, man, I'm tryna ride  A star like you need a place where you can shine bright  Where people won't hate but embrace that light, come on  Somebody answer to the call"
49478,"Things got fucked up and friendships got shook  Maybe that's just the way the world works  Or maybe I've been a fucking jerk  With all this work yo I've lost the plan  But whatever happens man is still fam  Yeah  Yo man, yo man, man, man, yo change the beat up man  Change the beat up  I want some, I want some  Baby shit, what's up with this  ABC is down with this  That's why the party people get down to this  PA heads bounce to this  Everybody out there just bounce to this  ABC is down with this"
49479,"That's fine  I'm not around  Give in to me, give in to me  Okay  You know what?  Love is real"
49812,"I'm a faucus, I'm a faucus I'm a faucus, I'm a faucus  I'm a faucus, I'm a faucus I'm a faucus"
49817,"What if I fall apart?  And say to you, you want to see me fall?  You are the only one that I can see fall.  Move again!  Shake your head!  And just go!  Shake away and you'll see me.  I'm so in love with you."
49842,"Keeps playing  Tick-tock on the wall, life moves too fast to fall  Sing me to sleep before you go"
49843,"I'm with you when I'm gone I walk the streets on my own  All night long, all night long"
49844,"Ah-a-a-a-a-a-hh-a-a-ah, a-a-a-a-a-a-a-a-喝."
49846,"And oh, I will see you soon with the moon  And the great walls of waves around us, around us stay gold  Who talked you to freeze"
49847,A friend when you're lonely  Are a piece to your soul  And the wealthiest person  Is a paparazzi  A paparazzi
49849,"Sugar burger, don't wait too long  Sugar burger, don't you tear away too long  It's Hawaii, it's Hawaii  That's where it's at, the layer head  It's Hawaii"
49856,"Take my hand, we can walk the long way home  God's where all the hook, from devils to Facebook  Take my hand, we can walk the long way home"
49857,I'm sure you can make me blue but you can't change how I feel about you  I can feel it beating under the she-
50272,"Come and catch my heart, come and catch my soul  Though you're lying, I'm trying, never let you go  Come and catch my heart, come and catch my soul  Unresolved contradictions, what I'm standing for  What I'm standing for"
50276,your rules and preparing for the day when all the wells run dry you say you own the  very ring that falls down from the sky but it's the commons our right of birth and you  who'd own the water all around the earth our future is your downfall only cut this ball  and shame you who'd sacrifice the public good for your private gain you claim to own the  harvest with your terminator seeds you claim to own the genomes
50283,Let's grab the vibes in the reggae ragga song
50444,I'm glad to leave you alone  If I wait  When I get to heaven  You better open  You better open  You better open  You better open
50445,"I am the one, I am the one  I am the one, I am the one  I am the one"
50448,"So many roads around,  they're counting down."
50752,"Speaking of which, I would say,  Will you go me to Limbo?  No, I wouldn't go to Limbo.  It's the most dangerous place of all time!  Mmm, that's right, it's the most dangerous place!  It's the most dangerous place!  I'm always there for you, you're there, you're there, you're there, you're there, you're there"
50754,"Oh yeah, you'll come through the sea  Oh yeah, you'll come through the sea  I'm like a  ballerina  I'm like a ballerina  I'm like a ballerina"
51113,the  the  the  the  the  the  the  the  the
